uid,type,title,transcript,locations,persons,topics,transcriptLength,totalPages,languageCode,isOnFrontPage,publicationDate,countryCode,dataProviderCode,mediaCode,mediaType
indeplux-1889-02-28-a-i0028,ad,Publicité 7 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp04_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.048}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.103}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.076}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp48_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp56_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp68_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.02}]",38,1,fr,False,1889-02-28T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1889-03-01-a-i0018,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Huub_Bals', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp19_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.102}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp28_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp77_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp78_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.023}]",44,1,fr,False,1889-03-01T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1889-03-02-a-i0021,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Garden_of_Eden', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Siegen', 'relevance': 1}, {'uid': 'aida-0001-54-Balş', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp15_de', 'relevance': 0.046}, {'uid': 'tm-de-all-v2.0_tp24_de', 'relevance': 0.152}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.081}, {'uid': 'tm-de-all-v2.0_tp30_de', 'relevance': 0.213}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.138}, {'uid': 'tm-de-all-v2.0_tp80_de', 'relevance': 0.024}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.16}]",399,1,de,False,1889-03-02T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1889-03-02-a-i0026,ad,Publicité 9 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.448}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.047}, {'uid': 'tm-fr-all-v2.0_tp43_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp97_fr', 'relevance': 0.021}]",145,1,fr,False,1889-03-02T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1889-03-04-a-i0033,ad,Publicité 8 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Paris_FC', 'relevance': 1}]","[{'uid': 'aida-0001-50-Chris_Moulin', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.098}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.051}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.624}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.06}]",232,1,fr,False,1889-03-04T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1889-03-07-a-i0023,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 5}, {'uid': 'aida-0001-54-Nord_$28$French_department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}, {'uid': 'aida-0001-54-Bordeaux', 'relevance': 1}]","[{'uid': 'aida-0001-50-Michel_Ternest', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.615}, {'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.044}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.027}]",446,1,fr,False,1889-03-07T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1889-03-09-a-i0036,ad,Publicité 13 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}]",[],"[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.374}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.092}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.033}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.092}]",109,1,fr,False,1889-03-09T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1891-01-31-a-i0023,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Paris', 'relevance': 1}]","[{'uid': 'aida-0001-50-The_Troubadour_$28$Los_Angeles$29$', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.204}, {'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.026}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.133}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.066}, {'uid': 'tm-fr-all-v2.0_tp44_fr', 'relevance': 0.028}, {'uid': 'tm-fr-all-v2.0_tp59_fr', 'relevance': 0.06}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.066}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.112}]",386,1,fr,False,1891-01-31T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-19-a-i0023,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.843}]",422,1,fr,False,1892-02-19T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-25-a-i0026,ad,Publicité 3 Page 3,,"[{'uid': 'aida-0001-54-Huub_Bals', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.372}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp43_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.027}]",65,1,fr,False,1892-02-25T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-25-a-i0029,ad,Publicité 6 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.885}]",538,1,fr,False,1892-02-25T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-26-a-i0037,ad,Publicité 2 Page 3,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}]","[{'uid': 'aida-0001-50-Victor_de_Buck', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.079}, {'uid': 'tm-fr-all-v2.0_tp08_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.196}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.037}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.351}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.029}]",427,1,fr,False,1892-02-26T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-26-a-i0038,ad,Publicité 3 Page 4,,"[{'uid': 'aida-0001-54-Venice', 'relevance': 1}, {'uid': 'aida-0001-54-Balş', 'relevance': 1}, {'uid': 'aida-0001-54-Foreign_relations_of_Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.494}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.022}, {'uid': 'tm-fr-all-v2.0_tp51_fr', 'relevance': 0.037}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.073}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.073}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.026}]",395,1,fr,False,1892-02-26T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-27-a-i0024,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Paris', 'relevance': 2}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-Demoiselle_Stakes', 'relevance': 1}, {'uid': 'aida-0001-50-A._W._Dumas', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.032}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.481}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.063}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.036}, {'uid': 'tm-fr-all-v2.0_tp74_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.021}]",389,1,fr,False,1892-02-27T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1892-02-27-a-i0027,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Vienne', 'relevance': 1}, {'uid': 'aida-0001-54-Balş', 'relevance': 1}, {'uid': 'aida-0001-54-Mexico', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.182}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.652}]",353,1,fr,False,1892-02-27T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-02-07-a-i0019,ad,Publicité 3 Page 4,,"[{'uid': 'aida-0001-54-Eisbären_Berlin', 'relevance': 1}, {'uid': 'aida-0001-54-Hamburg', 'relevance': 1}, {'uid': 'aida-0001-54-Battle_of_Liège', 'relevance': 2}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Switzerland', 'relevance': 1}, {'uid': 'aida-0001-54-Santiago_Botero', 'relevance': 1}, {'uid': 'aida-0001-54-Bruck_an_der_Mur', 'relevance': 1}]","[{'uid': 'aida-0001-50-Jason_Mercier', 'relevance': 1}, {'uid': 'aida-0001-50-Paul_Robert_$28$lexicographer$29$', 'relevance': 2}, {'uid': 'aida-0001-50-Max_Bruch', 'relevance': 1}, {'uid': 'aida-0001-50-Les_Huguenots', 'relevance': 1}, {'uid': 'aida-0001-50-Commissaire_de_police', 'relevance': 1}, {'uid': 'aida-0001-50-Xavier_Brasseur', 'relevance': 1}, {'uid': 'aida-0001-50-Hendrik_Pieter_Nicolaas_Muller', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.032}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.07}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.113}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.6}]",705,1,fr,False,1893-02-07T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-02-08-a-i0042,ad,Publicité 3 Page 4,,"[{'uid': 'aida-0001-54-Italy', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Berlin_Philharmonic', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}]","[{'uid': 'aida-0001-50-Bandages_$28$song$29$', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.29}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.216}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.134}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.031}]",311,1,fr,False,1893-02-08T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-02-09-a-i0033,ad,Publicité 3 Page 4,,"[{'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Vienne', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 2}]",[],"[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.104}, {'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.053}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.603}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.041}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.023}]",422,1,fr,False,1893-02-09T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-02-10-a-i0034,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Italy', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Paris', 'relevance': 2}]","[{'uid': 'aida-0001-50-Jean_Flammang', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.307}, {'uid': 'tm-fr-all-v2.0_tp32_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.042}, {'uid': 'tm-fr-all-v2.0_tp76_fr', 'relevance': 0.026}, {'uid': 'tm-fr-all-v2.0_tp77_fr', 'relevance': 0.071}, {'uid': 'tm-fr-all-v2.0_tp79_fr', 'relevance': 0.033}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.155}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.035}]",427,1,fr,False,1893-02-10T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-02-11-a-i0035,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Italy', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 7}]",[],"[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.139}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.545}]",433,1,fr,False,1893-02-11T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-10-12-a-i0046,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Worms$2c$_Germany', 'relevance': 1}, {'uid': 'aida-0001-54-Dan_Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}]","[{'uid': 'aida-0001-50-Ray_Corbin', 'relevance': 1}, {'uid': 'aida-0001-50-Chris_Bisson', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.147}, {'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.325}, {'uid': 'tm-fr-all-v2.0_tp59_fr', 'relevance': 0.064}]",176,1,fr,False,1893-10-12T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-10-13-a-i0028,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.132}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.083}, {'uid': 'tm-fr-all-v2.0_tp42_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.305}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.021}]",173,1,fr,False,1893-10-13T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1893-10-16-a-i0026,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}]","[{'uid': 'aida-0001-50-Paris', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp04_fr', 'relevance': 0.029}, {'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.042}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.026}, {'uid': 'tm-fr-all-v2.0_tp44_fr', 'relevance': 0.067}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.241}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.332}]",380,1,fr,False,1893-10-16T00:00:00+00:00,LU,BNL,indeplux,newspaper
courriergdl-1866-01-16-a-i0021,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}]","[{'uid': 'aida-0001-50-Martha_Ray', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.162}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.044}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.052}, {'uid': 'tm-fr-all-v2.0_tp31_fr', 'relevance': 0.033}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.086}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.097}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.181}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.11}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.034}]",449,1,fr,False,1866-01-16T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1866-01-18-a-i0016,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Bergerac$2c$_Dordogne', 'relevance': 1}, {'uid': 'aida-0001-54-Bordeaux', 'relevance': 1}, {'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Longwy', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp20_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.057}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.12}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.031}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.116}, {'uid': 'tm-fr-all-v2.0_tp54_fr', 'relevance': 0.028}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.109}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.031}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.131}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.031}]",267,1,fr,False,1866-01-18T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1866-01-23-a-i0027,ad,Publicité 2 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Beaumont$2c$_Texas', 'relevance': 1}]","[{'uid': 'aida-0001-50-Brandenburgers', 'relevance': 1}, {'uid': 'aida-0001-50-Enrique_Simonet', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.235}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.048}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.089}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.037}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.365}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.034}]",529,1,fr,False,1866-01-23T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1866-01-25-a-i0021,ad,Publicité 2 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}]",[],"[{'uid': 'tm-fr-all-v2.0_tp11_fr', 'relevance': 0.022}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.066}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.11}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.156}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.022}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.077}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.133}, {'uid': 'tm-fr-all-v2.0_tp97_fr', 'relevance': 0.031}]",323,1,fr,False,1866-01-25T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1866-02-10-a-i0018,ad,Publicité 2 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.364}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp54_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.107}, {'uid': 'tm-fr-all-v2.0_tp83_fr', 'relevance': 0.059}]",239,1,fr,False,1866-02-10T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1866-02-11-a-i0019,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Wolfen_$28$film$29$', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp20_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp33_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp42_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.076}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.215}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.173}]",448,1,fr,False,1866-02-11T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1866-02-11-a-i0023,ad,Publicité 5 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Bergerac$2c$_Dordogne', 'relevance': 1}, {'uid': 'aida-0001-54-Bordeaux', 'relevance': 1}]","[{'uid': 'aida-0001-50-Roger_Vivier', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.022}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.081}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.577}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.035}]",308,1,fr,False,1866-02-11T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1868-01-28-a-i0020,ad,Publicité 2 Page 4,,"[{'uid': 'aida-0001-54-Huub_Bals', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 4}]",[],"[{'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.051}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.182}, {'uid': 'tm-fr-all-v2.0_tp28_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.049}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.197}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.197}]",412,1,fr,False,1868-01-28T00:00:00+00:00,LU,BNL,courriergdl,newspaper
courriergdl-1868-02-01-a-i0019,ad,Publicité 1 Page 3,,"[{'uid': 'aida-0001-54-Steinheim$2c$_Westphalia', 'relevance': 2}, {'uid': 'aida-0001-54-Sari$2c$_Iran', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp28_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp33_fr', 'relevance': 0.078}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.04}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.205}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp91_fr', 'relevance': 0.271}]",467,1,fr,False,1868-02-01T00:00:00+00:00,LU,BNL,courriergdl,newspaper
