uid,type,title,transcript,languageCode,publicationDate,mediaCode,publicationMonth
indeplux-1920-02-15-a-i0023,ad,Publicité 1 Page 1,,fr,1920-02-15,indeplux,02
indeplux-1923-02-12-a-i0057,ad,Publicité 4 Page 1,,fr,1923-02-12,indeplux,02
indeplux-1925-02-20-a-i0055,ad,Publicité 3 Page 3,,fr,1925-02-20,indeplux,02
indeplux-1925-02-20-b-i0053,ad,Publicité 3 Page 3,,fr,1925-02-20,indeplux,02
indeplux-1925-02-21-a-i0055,ad,Publicité 2 Page 3,,fr,1925-02-21,indeplux,02
indeplux-1925-02-21-b-i0057,ad,Publicité 3 Page 3,,fr,1925-02-21,indeplux,02
indeplux-1926-02-06-a-i0059,ad,Publicité 8 Page 3,,fr,1926-02-06,indeplux,02
indeplux-1926-02-06-b-i0061,ad,Publicité 6 Page 3,,fr,1926-02-06,indeplux,02
luxwort-1949-02-12-a-i0149,ad,Pub. 53 Page 8,,fr,1949-02-12,luxwort,02
luxwort-1917-03-15-a-i0042,ad,Pub. 4 Page 3,,de,1917-03-15,luxwort,03
indeplux-1926-02-08-b-i0048,ad,Publicité 2 Page 3,,fr,1926-02-08,indeplux,02
indeplux-1926-02-11-b-i0051,ad,Publicité 2 Page 3,,fr,1926-02-11,indeplux,02
luxwort-1950-02-17-a-i0093,ad,Pub. 32 Page 6,,fr,1950-02-17,luxwort,02
indeplux-1924-03-01-a-i0067,ad,Publicité 10 Page 3,,fr,1924-03-01,indeplux,03
luxembourg1935-1937-02-06-a-i0100,ad,Publicité 3 Page 3,,fr,1937-02-06,luxembourg1935,02
tageblatt-1949-02-12-a-i0141,ad,"LUNDI DE CARNAVAL, le 28",,fr,1949-02-12,tageblatt,02
indeplux-1927-02-25-a-i0034,ad,Publicité 6 Page 4,,fr,1927-02-25,indeplux,02
tageblatt-1926-02-13-a-i0141,ad,~xxxxxxxxxxxxxxx~ x Carnawa) t9Z6 S,,fr,1926-02-13,tageblatt,02
indeplux-1924-02-29-b-i0032,ad,Publicité 5 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1924-03-01-b-i0056,ad,Publicité 13 Page 3,,fr,1924-03-01,indeplux,03
tageblatt-1935-02-09-a-i0111,ad,"Ouverture du CARNAVAL. Samedi, 16",,fr,1935-02-09,tageblatt,02
luxwort-1934-02-08-a-i0071,ad,Pub. 24 Page 8,,de,1934-02-08,luxwort,02
obermosel-1936-02-17-a-i0093,ad,Publicité 4 Page 8,,de,1936-02-17,obermosel,02
tageblatt-1922-02-22-a-i0086,ad,^V ̃̃̃ i.i.i n– |,,de,1922-02-22,tageblatt,02
tageblatt-1925-02-21-a-i0088,ad,"Holz-Versteigerung n im HERRENBUSCH, DIFFERDINGEN.",,de,1925-02-21,tageblatt,02
tageblatt-1950-02-02-a-i0087,ad,ooo;«.o THEISPlOGftli id' Schmerzstillende. Watte,,de,1950-02-02,tageblatt,02
indeplux-1926-02-10-b-i0052,ad,Publicité 2 Page 3,,fr,1926-02-10,indeplux,02
indeplux-1926-02-13-a-i0053,ad,Publicité 4 Page 3,,fr,1926-02-13,indeplux,02
luxembourg1935-1936-02-20-a-i0084,ad,Publicité 2 Page 3,,fr,1936-02-20,luxembourg1935,02
luxwort-1931-12-24-a-i0053,ad,Pub. 8 Page 5,,fr,1931-12-24,luxwort,12
luxwort-1931-12-28-a-i0064,ad,Pub. 6 Page 5,,fr,1931-12-28,luxwort,12
luxwort-1931-12-29-a-i0074,ad,Pub. 7 Page 4,,fr,1931-12-29,luxwort,12
tageblatt-1946-02-23-a-i0054,ad,R6ouverfui*e du POLE -NORD »•,,fr,1946-02-23,tageblatt,02
indeplux-1925-02-21-b-i0058,ad,Publicité 4 Page 3,,fr,1925-02-21,indeplux,02
luxland-2002-02-08-a-i0111,ad,Publicité 6 Page 12,,fr,2002-02-08,luxland,02
obermosel-1938-02-26-a-i0143,ad,Publicité 14 Page 5,,fr,1938-02-26,obermosel,02
obermosel-1948-02-07-a-i0117,ad,Publicité 5 Page 4,,fr,1948-02-07,obermosel,02
dunioun-1946-03-02-a-i0099,ad,Publicité 7 Page 7,,fr,1946-03-02,dunioun,03
indeplux-1925-02-20-a-i0054,ad,Publicité 2 Page 3,,fr,1925-02-20,indeplux,02
indeplux-1926-02-13-b-i0057,ad,Publicité 6 Page 3,,fr,1926-02-13,indeplux,02
indeplux-1930-02-27-a-i0027,ad,Publicité 2 Page 3,,fr,1930-02-27,indeplux,02
luxembourg1935-1939-02-09-a-i0099,ad,Publicité 9 Page 4,,fr,1939-02-09,luxembourg1935,02
tageblatt-1936-02-22-a-i0120,ad,ASSOCIATION DES COMMERQANTS ESCH. SOIREE,,de,1936-02-22,tageblatt,02
luxland-1970-01-30-a-i0085,ad,Publicité 4 Page 6,,fr,1970-01-30,luxland,01
luxwort-1920-02-14-b-i0027,ad,Pub. 8 Page 3,,de,1920-02-14,luxwort,02
luxwort-1920-02-16-a-i0026,ad,Pub. 10 Page 4,,de,1920-02-16,luxwort,02
obermosel-1939-02-18-a-i0159,ad,Publicité 7 Page 3,,de,1939-02-18,obermosel,02
tageblatt-1939-02-11-a-i0117,ad,llflMQ SAMEDI Grande Soiree Carnavalesque,,de,1939-02-11,tageblatt,02
tageblatt-1950-03-18-a-i0187,ad,"POLE NORD LUXEMBOURG DIMANCHE, M",,de,1950-03-18,tageblatt,03
tageblatt-1930-02-27-a-i0106,ad,SOUPER CARNAVALESQUE au PARIS-PALACE chez,,de,1930-02-27,tageblatt,02
tageblatt-1930-03-01-a-i0204,ad,SOUPER CARNAVALESQUE au PARIS– PALACE,,de,1930-03-01,tageblatt,03
onsjongen-1950-02-15-a-i0081,ad,Publicité 12 Page 24,,de,1950-02-15,onsjongen,02
tageblatt-1950-02-04-a-i0213,ad,CARNAVAL à l'Hôtel de la,,fr,1950-02-04,tageblatt,02
tageblatt-1937-02-16-a-i0111,ad,La ürantte üsäo&its Masquäe üu,,de,1937-02-16,tageblatt,02
tageblatt-1938-02-03-a-i0088,ad,1 eee~888~~Meeeft Die Soirée Carnavalesque,,de,1938-02-03,tageblatt,02
tageblatt-1948-03-05-a-i0081,ad,Rolfenresfe abzugeben im TAGEBLATT VEKEOE,,de,1948-03-05,tageblatt,03
tageblatt-1931-02-12-a-i0092,ad,i i I Preisabbau! |,,de,1931-02-12,tageblatt,02
tageblatt-1921-02-08-a-i0065,ad,"*m mtiiiiiiunH«n««n «««^ {"" Mnsipe",,de,1921-02-08,tageblatt,02
tageblatt-1926-02-13-a-i0110,ad,Ma&lt;?* f. Le Clou du,,de,1926-02-13,tageblatt,02
luxwort-1922-02-27-a-i0033,ad,Pub. 17 Page 4,,de,1922-02-27,luxwort,02
luxembourg1935-1938-03-26-a-i0131,ad,Publicité 6 Page 3,,fr,1938-03-26,luxembourg1935,03
tageblatt-1922-03-18-a-i0085,ad,̃M Bai carnavalesque du «Cercle,,fr,1922-03-18,tageblatt,03
tageblatt-1923-02-09-a-i0039,ad,A.GJELL. Samedi soir ä 9,,fr,1923-02-09,tageblatt,02
tageblatt-1928-02-17-b-i0076,ad,LES JOURS DE CARNAVAL! ON,,de,1928-02-17,tageblatt,02
tageblatt-1937-02-08-a-i0086,ad,GALA CARNAVALESQUE de l'ASSOCIATION DES,,fr,1937-02-08,tageblatt,02
luxembourg1935-1936-03-21-a-i0110,ad,Publicité 8 Page 3,,fr,1936-03-21,luxembourg1935,03
obermosel-1939-02-01-a-i0073,ad,Publicité 7 Page 4,,fr,1939-02-01,obermosel,02
tageblatt-1939-02-01-a-i0109,ad,A l'cocrsion se son I0mo,,fr,1939-02-01,tageblatt,02
luxembourg1935-1937-01-27-a-i0109,ad,Publicité 3 Page 3,,fr,1937-01-27,luxembourg1935,01
luxembourg1935-1938-02-26-a-i0099,ad,Publicité 1 Page 3,,fr,1938-02-26,luxembourg1935,02
tageblatt-1924-03-04-a-i0048,ad,«Majestic» et «Café du Commerce»,,de,1924-03-04,tageblatt,03
tageblatt-1933-02-25-a-i0146,ad,CARNAVAL A LA GRANDE TAVERNE.,,de,1933-02-25,tageblatt,02
tageblatt-1930-03-01-a-i0198,ad,I LES JOURS DE CARNAVAL,,de,1930-03-01,tageblatt,03
tageblatt-1937-02-24-a-i0090,ad,L'evenement du Carnaval 4460 La,,de,1937-02-24,tageblatt,02
tageblatt-1947-02-14-a-i0077,ad,FÊTEZ LES FÊTES DU CARNAVAL,,de,1947-02-14,tageblatt,02
tageblatt-1947-02-15-a-i0124,ad,FfiTEZ LES FfiTES DU CARNAVAL,,de,1947-02-15,tageblatt,02
luxland-1969-02-14-a-i0109,ad,Publicité 19 Page 10,,fr,1969-02-14,luxland,02
buergerbeamten-1904-02-02-a-i0030,ad,Publicité 3 Page 6,,de,1904-02-02,buergerbeamten,02
luxwort-1948-02-06-a-i0041,ad,Pub. 4 Page 4,,de,1948-02-06,luxwort,02
dunioun-1947-02-15-a-i0130,ad,Publicité 4 Page 4,,lb,1947-02-15,dunioun,02
luxwort-1950-02-15-a-i0053,ad,Pub. 7 Page 4,,de,1950-02-15,luxwort,02
luxwort-1950-02-18-a-i0099,ad,Pub. 6 Page 4,,de,1950-02-18,luxwort,02
tageblatt-1925-02-20-a-i0075,ad,"̃^ CARNAVAL 1925 ""Wä Restaurant",,de,1925-02-20,tageblatt,02
dunioun-1947-02-14-a-i0082,ad,Publicité 1 Page 5,,lb,1947-02-14,dunioun,02
luxwort-1950-02-18-a-i0183,ad,Pub. 90 Page 14,,de,1950-02-18,luxwort,02
buergerbeamten-1904-02-06-a-i0029,ad,Publicité 13 Page 4,,de,1904-02-06,buergerbeamten,02
tageblatt-1936-02-22-a-i0119,ad,POUR LES JOURS DE CARNAVAL,,de,1936-02-22,tageblatt,02
luxwort-1949-02-08-a-i0046,ad,Pub. 3 Page 4,,de,1949-02-08,luxwort,02
tageblatt-1931-02-14-a-i0185,ad,Allez voir le CARNAVAL de,,de,1931-02-14,tageblatt,02
luxwort-1933-02-11-a-i0058,ad,Pub. 8 Page 4,,de,1933-02-11,luxwort,02
tageblatt-1925-01-17-a-i0086,ad,IBIBISIIBIIEIiail Für Wiederverkauf er ist,,de,1925-01-17,tageblatt,01
tageblatt-1949-02-26-a-i0180,ad,1 ALFA BHASSERiE n. m««*,,de,1949-02-26,tageblatt,02
obermosel-1925-02-20-a-i0030,ad,Publicité 2 Page 3,,de,1925-02-20,obermosel,02
tageblatt-1938-02-26-a-i0106,ad,En Deschgesprech. Hatt' set Männi,,de,1938-02-26,tageblatt,02
tageblatt-1949-02-05-a-i0123,ad,11 OUVERTURE DU CARNAVAL Mj,,de,1949-02-05,tageblatt,02
luxwort-1933-02-07-a-i0065,ad,Pub. 4 Page 5,,de,1933-02-07,luxwort,02
tageblatt-1932-02-06-a-i0111,ad,Carnaval au Café da Boulevard,,de,1932-02-06,tageblatt,02
tageblatt-1930-02-27-a-i0103,ad,LJfi RKNULZ-VOUS 1DÄAL DU CARNAVAL,,de,1930-02-27,tageblatt,02
tageblatt-1930-02-27-a-i0099,ad,..Oü va-t-on souper tes soirees,,de,1930-02-27,tageblatt,02
tageblatt-1938-01-21-a-i0088,ad,NICE-CARNAVAL 2000 franz. Frk. 30,,de,1938-01-21,tageblatt,01
tageblatt-1938-01-22-a-i0141,ad,NICE-CARNÄVÄL 2000 franz. Frk. 30,,de,1938-01-22,tageblatt,01
tageblatt-1949-02-26-a-i0190,ad,RENDEZ-VOUS DIMANCHE DE CARNAVAL ä,,de,1949-02-26,tageblatt,02
tageblatt-1923-02-08-a-i0040,ad,"«METROPOLE DANCING» Luxembourg. Carnaval 1923,",,de,1923-02-08,tageblatt,02
buergerbeamten-1904-12-24-b-i0018,ad,Publicité 9 Page 4,,de,1904-12-24,buergerbeamten,12
luxwort-1924-10-28-a-i0044,ad,Pub. 21 Page 4,,de,1924-10-28,luxwort,10
tageblatt-1937-02-20-a-i0120,ad,Le WouvaS Ay!om9i9Ji@-ö£ali präsente ses,,fr,1937-02-20,tageblatt,02
tageblatt-1925-02-24-a-i0069,ad,CARNAVAL 1925 -^® Restaurant Josy,,de,1925-02-24,tageblatt,02
tageblatt-1927-01-14-a-i0064,ad,ESCH r Premiere de Grand,,de,1927-01-14,tageblatt,01
tageblatt-1932-02-06-a-i0095,ad,Hallo Hallo Enfin Dancing Orchestre,,de,1932-02-06,tageblatt,02
tageblatt-1939-07-25-a-i0115,ad,Etablissement Thermal Mondorf-Etat J I,,de,1939-07-25,tageblatt,07
tageblatt-1950-02-11-a-i0202,ad,D 1 M A X,,de,1950-02-11,tageblatt,02
tageblatt-1933-06-22-a-i0102,ad,zertieren. Programm: 1. Grande Marche,,fr,1933-06-22,tageblatt,06
buergerbeamten-1904-12-27-a-i0019,ad,Publicité 7 Page 4,,de,1904-12-27,buergerbeamten,12
tageblatt-1930-07-16-a-i0090,ad,"Musique militaire. Concert du mercredi,",,de,1930-07-16,tageblatt,07
tageblatt-1924-01-03-a-i0037,ad,MASKEN MASKEN und sâmtliche KARNEVALS-,,de,1924-01-03,tageblatt,01
tageblatt-1930-08-20-a-i0096,ad,"Mysique militaire. Concert du mercredi,",,de,1930-08-20,tageblatt,08
buergerbeamten-1904-12-31-a-i0017,ad,Publicité 10 Page 4,,de,1904-12-31,buergerbeamten,12
tageblatt-1933-07-05-a-i0089,ad,"MUSIQUE MILITAIRE. Concert du mercredi,",,de,1933-07-05,tageblatt,07
tageblatt-1926-06-12-a-i0084,ad,"Benneweg, 12. Juni. Konzert. Heute",,de,1926-06-12,tageblatt,06
tageblatt-1928-06-06-a-i0072,ad,"Musique militaire. Concert du Mercredl,",,de,1928-06-06,tageblatt,06
tageblatt-1928-06-13-a-i0074,ad,"Musique militaire. Concert du Mercredi,",,de,1928-06-13,tageblatt,06
tageblatt-1938-10-08-a-i0127,ad,"KONZERTE. Concert du dimanche, 9",,de,1938-10-08,tageblatt,10
buergerbeamten-1904-12-29-a-i0016,ad,Publicité 6 Page 4,,de,1904-12-29,buergerbeamten,12
obermosel-1925-02-21-b-i0024,ad,Publicité 4 Page 1,,de,1925-02-21,obermosel,02
obermosel-1934-02-07-a-i0034,ad,Publicité 2 Page 3,,de,1934-02-07,obermosel,02
tageblatt-1922-05-15-a-i0040,ad,Offeriere: Moselweine naturrein in nur,,de,1922-05-15,tageblatt,05
tageblatt-1925-08-29-a-i0082,ad,"Musique militaire. Concert du Dimanche,",,de,1925-08-29,tageblatt,08
tageblatt-1935-03-04-a-i0062,ad,RADIO-PROGRAMME. RADIO LUXEMBOURG 230 kHz.,,de,1935-03-04,tageblatt,03
tageblatt-1928-08-08-a-i0078,ad,Musique militaire. i Concert du,,de,1928-08-08,tageblatt,08
tageblatt-1934-11-23-a-i0102,ad,RADIO-PROGRAMME. RADIO LUXEMBOURG 230 kWz.,,fr,1934-11-23,tageblatt,11
luxwort-1927-04-30-a-i0046,ad,Pub. 16 Page 4,,de,1927-04-30,luxwort,04
indeplux-1903-02-18-a-i0029,ad,Publicité 7 Page 4,,fr,1903-02-18,indeplux,02
indeplux-1929-01-24-a-i0040,ad,Publicité 4 Page 4,,fr,1929-01-24,indeplux,01
indeplux-1902-04-19-a-i0027,ad,Publicité 10 Page 4,,fr,1902-04-19,indeplux,04
indeplux-1903-02-17-a-i0028,ad,Publicité 7 Page 4,,fr,1903-02-17,indeplux,02
indeplux-1903-12-31-a-i0029,ad,Publicité 10 Page 4,,fr,1903-12-31,indeplux,12
indeplux-1907-10-30-a-i0035,ad,Publicité 1 Page 3,,fr,1907-10-30,indeplux,10
indeplux-1921-02-03-a-i0067,ad,Publicité 5 Page 4,,fr,1921-02-03,indeplux,02
indeplux-1923-02-03-a-i0078,ad,Publicité 14 Page 4,,fr,1923-02-03,indeplux,02
indeplux-1923-02-08-a-i0079,ad,Publicité 9 Page 4,,fr,1923-02-08,indeplux,02
indeplux-1926-02-10-a-i0060,ad,Publicité 4 Page 4,,fr,1926-02-10,indeplux,02
indeplux-1929-02-11-a-i0036,ad,Publicité 9 Page 4,,fr,1929-02-11,indeplux,02
indeplux-1932-02-03-a-i0046,ad,Publicité 10 Page 4,,fr,1932-02-03,indeplux,02
indeplux-1933-02-23-a-i0040,ad,Publicité 6 Page 4,,fr,1933-02-23,indeplux,02
luxembourg1935-1936-02-22-a-i0124,ad,Publicité 15 Page 6,,fr,1936-02-22,luxembourg1935,02
luxwort-1945-02-05-a-i0037,ad,Pub. 2 Page 2,,fr,1945-02-05,luxwort,02
tageblatt-1937-02-05-a-i0054,ad,"EXTRAIT. ̃̃•""̃""̃ H retulte de",,fr,1937-02-05,tageblatt,02
tageblatt-1945-10-26-a-i0048,ad,TWifiniBTriiir \\vS\mvliVm£Vm jtiîTrt'f'avps' saufi1. waistmaaaaBtiBmiB^^Èumm^,,fr,1945-10-26,tageblatt,10
luxwort-1912-12-28-a-i0056,ad,Pub. 18 Page 6,,de,1912-12-28,luxwort,12
luxwort-1926-04-21-a-i0038,ad,Pub. 4 Page 3,,de,1926-04-21,luxwort,04
indeplux-1903-02-21-a-i0030,ad,Publicité 9 Page 4,,fr,1903-02-21,indeplux,02
indeplux-1930-02-28-a-i0041,ad,Publicité 6 Page 4,,fr,1930-02-28,indeplux,02
indeplux-1931-02-10-a-i0044,ad,Publicité 9 Page 4,,fr,1931-02-10,indeplux,02
indeplux-1931-02-11-a-i0045,ad,Publicité 6 Page 4,,fr,1931-02-11,indeplux,02
luxembourg1935-1937-02-05-a-i0116,ad,Publicité 13 Page 6,,fr,1937-02-05,luxembourg1935,02
luxembourg1935-1938-02-07-a-i0118,ad,Publicité 5 Page 6,,fr,1938-02-07,luxembourg1935,02
tageblatt-1933-10-27-a-i0216,ad,"RADIO-PROGRAMME Aux entr'actes bulletin ineteorologique,",,fr,1933-10-27,tageblatt,10
tageblatt-1934-05-01-a-i0071,ad,RADIO LUXEMBOURG 230 kHz. (1304,,fr,1934-05-01,tageblatt,05
luxwort-1925-02-21-a-i0053,ad,Pub. 18 Page 5,,de,1925-02-21,luxwort,02
tageblatt-1933-08-26-a-i0130,ad,"0 11./ Samcdi, 28 aoüt",,de,1933-08-26,tageblatt,08
tageblatt-1934-01-03-a-i0103,ad,RADIO-PROGRAMME RADIO LUXEMBOURG 252 kH.,,de,1934-01-03,tageblatt,01
dunioun-1948-01-31-a-i0148,ad,Publicité 14 Page 10,,fr,1948-01-31,dunioun,01
indeplux-1922-02-25-a-i0095,ad,Publicité 13 Page 4,,fr,1922-02-25,indeplux,02
indeplux-1925-02-21-a-i0065,ad,Publicité 12 Page 4,,fr,1925-02-21,indeplux,02
indeplux-1928-05-08-a-i0039,ad,Publicité 10 Page 4,,fr,1928-05-08,indeplux,05
tageblatt-1926-02-13-a-i0139,ad,a Carnav' a' 1 an,,fr,1926-02-13,tageblatt,02
tageblatt-1933-12-14-a-i0093,ad,e;i~a~: ` RADIO LUXEMBOURG 252,,fr,1933-12-14,tageblatt,12
tageblatt-1935-09-04-a-i0101,ad,® RADIO LUXEMBOURG 230 kHz.,,fr,1935-09-04,tageblatt,09
tageblatt-1936-01-27-a-i0096,ad,"β~ t- t .u, RADIO",,fr,1936-01-27,tageblatt,01
indeplux-1905-08-24-a-i0026,ad,Publicité 3 Page 4,,fr,1905-08-24,indeplux,08
indeplux-1922-02-21-a-i0067,ad,Publicité 8 Page 4,,fr,1922-02-21,indeplux,02
indeplux-1933-02-24-a-i0053,ad,Publicité 5 Page 4,,fr,1933-02-24,indeplux,02
tageblatt-1935-07-29-a-i0077,ad,i €^v IraSSpinpÄpfl fe™ Le,,fr,1935-07-29,tageblatt,07
tageblatt-1946-03-01-a-i0065,ad,CAPITOLE~ Du ler au 7,,fr,1946-03-01,tageblatt,03
tageblatt-1921-11-30-a-i0041,ad,Ta In- u. austendiscbe r,,de,1921-11-30,tageblatt,11
indeplux-1919-02-26-a-i0034,ad,Publicité 3 Page 2,,fr,1919-02-26,indeplux,02
indeplux-1929-01-21-a-i0034,ad,Publicité 4 Page 4,,fr,1929-01-21,indeplux,01
tageblatt-1921-02-04-a-i0040,ad,Py I)df3t ber i.rellerIôid)nN\l~ 1,,fr,1921-02-04,tageblatt,02
tageblatt-1934-10-06-a-i0161,ad,0 mme ~® ® ac,,fr,1934-10-06,tageblatt,10
tageblatt-1935-07-13-a-i0118,ad,i~J~i i ® ~a~ i,,fr,1935-07-13,tageblatt,07
indeplux-1903-02-14-a-i0028,ad,Publicité 4 Page 4,,fr,1903-02-14,indeplux,02
indeplux-1912-05-04-a-i0034,ad,Publicité 5 Page 4,,fr,1912-05-04,indeplux,05
indeplux-1922-02-18-a-i0066,ad,Publicité 7 Page 4,,fr,1922-02-18,indeplux,02
indeplux-1929-01-22-a-i0035,ad,Publicité 7 Page 4,,fr,1929-01-22,indeplux,01
indeplux-1933-02-22-a-i0031,ad,Publicité 3 Page 4,,fr,1933-02-22,indeplux,02
obermosel-1937-02-05-a-i0071,ad,Publicité 5 Page 8,,fr,1937-02-05,obermosel,02
luxwort-1947-01-28-a-i0087,ad,Pub. 16 Page 7,,de,1947-01-28,luxwort,01
luxwort-1950-01-21-a-i0173,ad,Pub. 49 Page 15,,de,1950-01-21,luxwort,01
buergerbeamten-1904-02-13-a-i0013,ad,Publicité 5 Page 4,,de,1904-02-13,buergerbeamten,02
buergerbeamten-1904-01-30-a-i0017,ad,Publicité 6 Page 4,,de,1904-01-30,buergerbeamten,01
tageblatt-1950-02-14-a-i0076,ad,"̃̃̃:̃̃̃̃̃ ^j.gjiftn. ,.i?*.i3rt '""îsW&ï, .Ï9%i-,i.:u",,fr,1950-02-14,tageblatt,02
indeplux-1878-03-09-a-i0016,ad,Publicité 2 Page 4,,fr,1878-03-09,indeplux,03
indeplux-1878-03-10-a-i0016,ad,Publicité 6 Page 4,,fr,1878-03-10,indeplux,03
indeplux-1879-02-16-a-i0016,ad,Publicité 7 Page 4,,fr,1879-02-16,indeplux,02
indeplux-1879-02-20-a-i0018,ad,Publicité 7 Page 4,,fr,1879-02-20,indeplux,02
indeplux-1881-02-01-a-i0013,ad,Publicité 6 Page 4,,fr,1881-02-01,indeplux,02
indeplux-1881-02-03-a-i0012,ad,Publicité 3 Page 3,,fr,1881-02-03,indeplux,02
indeplux-1881-02-06-a-i0013,ad,Publicité 3 Page 3,,fr,1881-02-06,indeplux,02
indeplux-1881-02-08-a-i0021,ad,Publicité 4 Page 3,,fr,1881-02-08,indeplux,02
indeplux-1881-02-10-a-i0016,ad,Publicité 7 Page 4,,fr,1881-02-10,indeplux,02
indeplux-1881-02-13-a-i0026,ad,Publicité 9 Page 3,,fr,1881-02-13,indeplux,02
indeplux-1881-02-17-a-i0016,ad,Publicité 7 Page 4,,fr,1881-02-17,indeplux,02
indeplux-1881-02-18-a-i0022,ad,Publicité 13 Page 4,,fr,1881-02-18,indeplux,02
indeplux-1881-02-20-a-i0023,ad,Publicité 14 Page 4,,fr,1881-02-20,indeplux,02
indeplux-1881-02-22-a-i0021,ad,Publicité 5 Page 4,,fr,1881-02-22,indeplux,02
indeplux-1881-02-25-a-i0018,ad,Publicité 12 Page 4,,fr,1881-02-25,indeplux,02
indeplux-1881-02-26-a-i0013,ad,Publicité 4 Page 3,,fr,1881-02-26,indeplux,02
indeplux-1881-02-27-a-i0013,ad,Publicité 5 Page 4,,fr,1881-02-27,indeplux,02
indeplux-1881-03-05-a-i0015,ad,Publicité 8 Page 4,,fr,1881-03-05,indeplux,03
indeplux-1881-03-06-a-i0019,ad,Publicité 12 Page 4,,fr,1881-03-06,indeplux,03
indeplux-1882-02-01-a-i0019,ad,Publicité 10 Page 4,,fr,1882-02-01,indeplux,02
indeplux-1882-02-04-a-i0014,ad,Publicité 4 Page 4,,fr,1882-02-04,indeplux,02
indeplux-1882-02-07-a-i0028,ad,Publicité 6 Page 4,,fr,1882-02-07,indeplux,02
indeplux-1882-02-10-a-i0012,ad,Publicité 6 Page 4,,fr,1882-02-10,indeplux,02
indeplux-1882-02-15-a-i0015,ad,Publicité 8 Page 4,,fr,1882-02-15,indeplux,02
indeplux-1882-02-15-a-i0017,ad,Publicité 10 Page 4,,fr,1882-02-15,indeplux,02
indeplux-1882-02-16-a-i0021,ad,Publicité 8 Page 4,,fr,1882-02-16,indeplux,02
indeplux-1882-02-17-a-i0012,ad,Publicité 3 Page 3,,fr,1882-02-17,indeplux,02
indeplux-1882-02-19-a-i0015,ad,Publicité 4 Page 4,,fr,1882-02-19,indeplux,02
indeplux-1882-02-19-a-i0020,ad,Publicité 2 Page 5,,fr,1882-02-19,indeplux,02
indeplux-1882-02-21-a-i0019,ad,Publicité 4 Page 4,,fr,1882-02-21,indeplux,02
indeplux-1882-02-21-a-i0022,ad,Publicité 7 Page 4,,fr,1882-02-21,indeplux,02
indeplux-1882-02-25-a-i0012,ad,Publicité 5 Page 4,,fr,1882-02-25,indeplux,02
indeplux-1882-02-26-a-i0017,ad,Publicité 6 Page 4,,fr,1882-02-26,indeplux,02
indeplux-1883-01-21-a-i0016,ad,Publicité 2 Page 3,,fr,1883-01-21,indeplux,01
indeplux-1884-01-31-a-i0027,ad,Publicité 6 Page 4,,fr,1884-01-31,indeplux,01
indeplux-1884-02-02-a-i0028,ad,Publicité 5 Page 4,,fr,1884-02-02,indeplux,02
indeplux-1884-02-03-a-i0033,ad,Publicité 4 Page 4,,fr,1884-02-03,indeplux,02
indeplux-1884-02-06-a-i0025,ad,Publicité 7 Page 4,,fr,1884-02-06,indeplux,02
indeplux-1884-03-14-a-i0035,ad,Publicité 4 Page 4,,fr,1884-03-14,indeplux,03
indeplux-1884-03-15-a-i0035,ad,Publicité 7 Page 4,,fr,1884-03-15,indeplux,03
indeplux-1884-03-16-a-i0027,ad,Publicité 2 Page 4,,fr,1884-03-16,indeplux,03
indeplux-1885-02-10-a-i0021,ad,Publicité 1 Page 3,,fr,1885-02-10,indeplux,02
indeplux-1885-02-12-a-i0016,ad,Publicité 1 Page 3,,fr,1885-02-12,indeplux,02
indeplux-1886-03-07-a-i0023,ad,Publicité 4 Page 4,,de,1886-03-07,indeplux,03
indeplux-1887-03-01-a-i0037,ad,Publicité 2 Page 4,,fr,1887-03-01,indeplux,03
indeplux-1887-12-30-a-i0023,ad,Publicité 4 Page 4,,fr,1887-12-30,indeplux,12
indeplux-1888-01-01-a-i0029,ad,Publicité 6 Page 4,,fr,1888-01-01,indeplux,01
indeplux-1888-01-03-a-i0044,ad,Publicité 8 Page 4,,fr,1888-01-03,indeplux,01
indeplux-1888-01-05-a-i0040,ad,Publicité 8 Page 4,,fr,1888-01-05,indeplux,01
indeplux-1888-01-12-a-i0035,ad,Publicité 1 Page 6,,fr,1888-01-12,indeplux,01
indeplux-1888-01-14-a-i0030,ad,Publicité 7 Page 4,,fr,1888-01-14,indeplux,01
indeplux-1888-01-18-a-i0017,ad,Publicité 2 Page 4,,fr,1888-01-18,indeplux,01
indeplux-1888-01-20-a-i0015,ad,Publicité 3 Page 4,,fr,1888-01-20,indeplux,01
indeplux-1888-01-25-a-i0014,ad,Publicité 3 Page 4,,fr,1888-01-25,indeplux,01
indeplux-1888-01-27-a-i0018,ad,Publicité 3 Page 4,,fr,1888-01-27,indeplux,01
indeplux-1888-01-31-a-i0034,ad,Publicité 6 Page 4,,fr,1888-01-31,indeplux,01
indeplux-1888-02-04-a-i0035,ad,Publicité 11 Page 4,,fr,1888-02-04,indeplux,02
indeplux-1888-02-09-a-i0035,ad,Publicité 10 Page 4,,fr,1888-02-09,indeplux,02
indeplux-1888-02-11-a-i0040,ad,Publicité 6 Page 4,,fr,1888-02-11,indeplux,02
indeplux-1888-02-12-a-i0021,ad,Publicité 2 Page 4,,de,1888-02-12,indeplux,02
indeplux-1888-02-18-a-i0034,ad,Publicité 9 Page 4,,fr,1888-02-18,indeplux,02
